No datetime | INFO | Start app codemaster version: 0.0.7
No datetime | DEBUG | SQUIRREL_A_00037 hit by T4_NEUTRONIC_0000003_from_player, health: 8.75, bullet_power: 40
No datetime | DEBUG | SQUIRREL_A_00037, !!! Dead by bullet T4_NEUTRONIC_0000003_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00035 hit by T4_NEUTRONIC_0000004_from_player, health: 8.75, bullet_power: 40
No datetime | DEBUG | SQUIRREL_A_00035, !!! Dead by bullet T4_NEUTRONIC_0000004_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00038 hit by T4_NEUTRONIC_0000005_from_player, health: 8.75, bullet_power: 40
No datetime | DEBUG | SQUIRREL_A_00038, !!! Dead by bullet T4_NEUTRONIC_0000005_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00038, lucky_drop_dice: 49, probability_to_drop: 100, item type: PotionHealth
No datetime | DEBUG | Create item to drop
No datetime | DEBUG | Add actor POTION_HEALTH_00011 to level 27
No datetime | DEBUG | Dropped: POTION_HEALTH_00011
No datetime | DEBUG | SQUIRREL_A_00038, lucky_drop_dice: 47, probability_to_drop: 100, item type: RobotB
No datetime | DEBUG | Create item to drop
No datetime | DEBUG | Add actor ROBOT_B_00004 to level 27
No datetime | DEBUG | Dropped: ROBOT_B_00004
No datetime | DEBUG | ROBOT_B_00004 hit by T4_NEUTRONIC_0000006_from_player, health: 210, bullet_power: 40
No datetime | DEBUG | player hit by T2_LASER2_0000001_from_ROBOT_B_00004, pc_health: 31.02, bullet_power: 7.0
No datetime | DEBUG | player hit by T2_LASER2_0000002_from_ROBOT_B_00004, pc_health: 24.02, bullet_power: 7.0
No datetime | DEBUG | player hit by T1_LASER1_0000001_from_ROBOT_B_00004, pc_health: 17.02, bullet_power: 5
No datetime | DEBUG | player hit by T1_LASER1_0000002_from_ROBOT_B_00004, pc_health: 12.02, bullet_power: 5
No datetime | DEBUG | ROBOT_B_00004 hit by T3_PHOTONIC_0000008_from_player, health: 170, bullet_power: 20
No datetime | DEBUG | ROBOT_B_00004 hit by T3_PHOTONIC_0000009_from_player, health: 150, bullet_power: 20
No datetime | DEBUG | ROBOT_B_00004 hit by T2_LASER2_0000001_from_player, health: 130, bullet_power: 7.0
No datetime | DEBUG | ROBOT_B_00004 hit by T1_LASER1_0000001_from_player, health: 123.0, bullet_power: 5
No datetime | DEBUG | ROBOT_B_00004 hit by T2_LASER2_0000002_from_player, health: 118.0, bullet_power: 7.0
No datetime | DEBUG | ROBOT_B_00004 hit by T2_LASER2_0000003_from_player, health: 111.0, bullet_power: 7.0
No datetime | DEBUG | ROBOT_B_00004 hit by T1_LASER1_0000002_from_player, health: 104.0, bullet_power: 5
No datetime | DEBUG | ROBOT_B_00004 hit by T2_LASER2_0000004_from_player, health: 99.0, bullet_power: 7.0
No datetime | DEBUG | player hit by T1_LASER1_0000003_from_ROBOT_B_00004, pc_health: 7.02, bullet_power: 5
No datetime | DEBUG | ROBOT_B_00004 hit by T2_LASER2_0000005_from_player, health: 92.0, bullet_power: 7.0
No datetime | DEBUG | ROBOT_B_00004 hit by T1_LASER1_0000003_from_player, health: 85.0, bullet_power: 5
No datetime | DEBUG | ROBOT_B_00004 hit by T2_LASER2_0000006_from_player, health: 80.0, bullet_power: 7.0
No datetime | DEBUG | ROBOT_B_00004 hit by T2_LASER2_0000007_from_player, health: 73.0, bullet_power: 7.0
No datetime | DEBUG | ROBOT_B_00004 hit by T1_LASER1_0000004_from_player, health: 66.0, bullet_power: 5
No datetime | DEBUG | player hit by T1_LASER1_0000004_from_ROBOT_B_00004, pc_health: 2.02, bullet_power: 5
No datetime | DEBUG | player, !!! Dead by bullet T1_LASER1_0000004_from_ROBOT_B_00004 !!!
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | Super cheat mode activated!
No datetime | INFO | Load last saved game
No datetime | DEBUG | Load last saved game items
No datetime | DEBUG | Load last saved game items: Not initial actors
No datetime | DEBUG | Add actor POTION_HEALTH_00008 to level 27
No datetime | DEBUG | Add actor APPLE_YELLOW_00013 to level 27
No datetime | DEBUG | Add actor APPLE_YELLOW_00014 to level 27
No datetime | DEBUG | Add actor APPLE_RED_00008 to level 27
No datetime | DEBUG | Add actor APPLE_YELLOW_00015 to level 27
No datetime | DEBUG | Add actor APPLE_GREEN_00010 to level 27
No datetime | DEBUG | Add actor APPLE_RED_00009 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00018 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00019 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00020 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00021 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00022 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00023 to level 27
No datetime | DEBUG | Add actor POTION_HEALTH_00009 to level 27
No datetime | DEBUG | Add actor POTION_HEALTH_00010 to level 27
No datetime | DEBUG | Add actor POTION_HEALTH_00011 to level 27
No datetime | DEBUG | Load last saved game NPCs
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00019 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00020 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00021 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00022 to level 11
No datetime | DEBUG | Add actor SQUIRREL_A_00039 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00040 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00041 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00042 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00043 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00044 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00045 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00046 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00047 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00048 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00049 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00050 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00051 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00052 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00053 to level 27
No datetime | DEBUG | Add actor ROBOT_B_00004 to level 27
No datetime | DEBUG | Add actor GHOST_RED_00002 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00003 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00004 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00005 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00006 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00007 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00008 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00009 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00010 to level 28
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | INFO | Set player invulnerability state to: True (cheat)
No datetime | DEBUG | ROBOT_B_00004 hit by T1_LASER1_0000001_from_player, health: 61.0, bullet_power: 5
No datetime | DEBUG | ROBOT_B_00004 hit by T2_LASER2_0000001_from_player, health: 56.0, bullet_power: 7.0
No datetime | DEBUG | ROBOT_B_00004 hit by T1_LASER1_0000002_from_player, health: 49.0, bullet_power: 5
No datetime | DEBUG | ROBOT_B_00004 hit by T2_LASER2_0000002_from_player, health: 44.0, bullet_power: 7.0
No datetime | DEBUG | ROBOT_B_00004 hit by T1_LASER1_0000003_from_player, health: 37.0, bullet_power: 5
No datetime | DEBUG | ROBOT_B_00004 hit by T2_LASER2_0000003_from_player, health: 32.0, bullet_power: 7.0
No datetime | DEBUG | ROBOT_B_00004 hit by T1_LASER1_0000004_from_player, health: 25.0, bullet_power: 5
No datetime | DEBUG | ROBOT_B_00004 hit by T2_LASER2_0000004_from_player, health: 20.0, bullet_power: 7.0
No datetime | DEBUG | ROBOT_B_00004 hit by T1_LASER1_0000005_from_player, health: 13.0, bullet_power: 5
No datetime | DEBUG | ROBOT_B_00004 hit by T1_LASER1_0000006_from_player, health: 8.0, bullet_power: 5
No datetime | DEBUG | ROBOT_B_00004 hit by T1_LASER1_0000007_from_player, health: 3.0, bullet_power: 5
No datetime | DEBUG | ROBOT_B_00004, !!! Dead by bullet T1_LASER1_0000007_from_player !!!
No datetime | DEBUG | ROBOT_B_00004, lucky_drop_dice: 35, probability_to_drop: 100, item type: PotionPower
No datetime | DEBUG | Create item to drop
No datetime | DEBUG | Add actor POTION_POWER_00024 to level 27
No datetime | DEBUG | Dropped: POTION_POWER_00024
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | Super cheat mode activated!
No datetime | INFO | Load last saved game
No datetime | DEBUG | Load last saved game items
No datetime | DEBUG | Load last saved game items: Not initial actors
No datetime | DEBUG | Add actor APPLE_YELLOW_00013 to level 27
No datetime | DEBUG | Add actor APPLE_YELLOW_00014 to level 27
No datetime | DEBUG | Add actor APPLE_RED_00008 to level 27
No datetime | DEBUG | Add actor APPLE_YELLOW_00015 to level 27
No datetime | DEBUG | Add actor APPLE_GREEN_00010 to level 27
No datetime | DEBUG | Add actor APPLE_RED_00009 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00018 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00019 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00020 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00021 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00022 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00023 to level 27
No datetime | DEBUG | Add actor POTION_POWER_00024 to level 27
No datetime | DEBUG | Add actor POTION_HEALTH_00008 to level 27
No datetime | DEBUG | Add actor POTION_HEALTH_00009 to level 27
No datetime | DEBUG | Add actor POTION_HEALTH_00010 to level 27
No datetime | DEBUG | Add actor POTION_HEALTH_00011 to level 27
No datetime | DEBUG | Load last saved game NPCs
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00019 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00020 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00021 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00022 to level 11
No datetime | DEBUG | Add actor SQUIRREL_A_00039 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00040 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00041 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00042 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00043 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00044 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00045 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00046 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00047 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00048 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00049 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00050 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00051 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00052 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00053 to level 27
No datetime | DEBUG | Add actor GHOST_RED_00002 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00003 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00004 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00005 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00006 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00007 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00008 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00009 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00010 to level 28
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | INFO | Replenish stats to superhero maximum (cheat).
No datetime | DEBUG | SQUIRREL_A_00043 hit by T1_LASER1_0000002_from_player, health: 8.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00043 hit by T2_LASER2_0000002_from_player, health: 3.75, bullet_power: 7.0
No datetime | DEBUG | SQUIRREL_A_00043, !!! Dead by bullet T2_LASER2_0000002_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00044 hit by T1_LASER1_0000003_from_player, health: 8.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00040 hit by T2_LASER2_0000003_from_player, health: 8.75, bullet_power: 7.0
No datetime | DEBUG | SQUIRREL_A_00040 hit by T2_LASER2_0000005_from_player, health: 1.75, bullet_power: 7.0
No datetime | DEBUG | SQUIRREL_A_00040, !!! Dead by bullet T2_LASER2_0000005_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00042 hit by T1_LASER1_0000005_from_player, health: 8.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00044 hit by T1_LASER1_0000006_from_player, health: 3.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00044, !!! Dead by bullet T1_LASER1_0000006_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00042 hit by T2_LASER2_0000006_from_player, health: 3.75, bullet_power: 7.0
No datetime | DEBUG | SQUIRREL_A_00042, !!! Dead by bullet T2_LASER2_0000006_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00053 hit by T1_LASER1_0000007_from_player, health: 8.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00039 hit by T2_LASER2_0000009_from_player, health: 8.75, bullet_power: 7.0
No datetime | DEBUG | SQUIRREL_A_00039 hit by T1_LASER1_0000009_from_player, health: 1.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00039, !!! Dead by bullet T1_LASER1_0000009_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00053 hit by T2_LASER2_0000011_from_player, health: 3.75, bullet_power: 7.0
No datetime | DEBUG | SQUIRREL_A_00053, !!! Dead by bullet T2_LASER2_0000011_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00051 hit by T1_LASER1_0000011_from_player, health: 8.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00050 hit by T2_LASER2_0000013_from_player, health: 8.75, bullet_power: 7.0
No datetime | DEBUG | SQUIRREL_A_00050 hit by T1_LASER1_0000013_from_player, health: 1.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00050, !!! Dead by bullet T1_LASER1_0000013_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00051 hit by T2_LASER2_0000017_from_player, health: 3.75, bullet_power: 7.0
No datetime | DEBUG | SQUIRREL_A_00051, !!! Dead by bullet T2_LASER2_0000017_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00052 hit by T2_LASER2_0000019_from_player, health: 8.75, bullet_power: 7.0
No datetime | DEBUG | SQUIRREL_A_00052 hit by T1_LASER1_0000020_from_player, health: 1.75, bullet_power: 5
No datetime | DEBUG | SQUIRREL_A_00052, !!! Dead by bullet T1_LASER1_0000020_from_player !!!
No datetime | DEBUG | TEXT_MSG_PLAYER_00001 killed when TIMER_00001 ticked 0 secs.
No datetime | DEBUG | Mouse sprites: SQUIRREL_A_00045 in pos: (509, 157) - lev pos: (715, 417)
No datetime | DEBUG | TEXT_MSG_PLAYER_00002 killed when TIMER_00002 ticked 0 secs.
No datetime | DEBUG | Mouse sprites: SQUIRREL_A_00046 in pos: (511, 127) - lev pos: (717, 387)
No datetime | DEBUG | Mouse sprites: SQUIRREL_A_00047 in pos: (498, 147) - lev pos: (704, 407)
No datetime | DEBUG | Mouse sprites: SQUIRREL_A_00047 in pos: (330, 147) - lev pos: (536, 407)
No datetime | DEBUG | Mouse sprites: SQUIRREL_A_00048 in pos: (323, 130) - lev pos: (529, 390)
No datetime | DEBUG | SQUIRREL_A_00045 hit by VORTEX_OF_DOOM_B_00001, health: 8.75, vortex_partial_power: 29.00, magic_res: 0.00, owner: player
No datetime | DEBUG | SQUIRREL_A_00046 hit by VORTEX_OF_DOOM_B_00002, health: 8.75, vortex_partial_power: 29.00, magic_res: 0.00, owner: player
No datetime | INFO | Replenish stats to superhero maximum (cheat).
No datetime | DEBUG | SQUIRREL_A_00045 hit by VORTEX_OF_DOOM_B_00001, health: -20.25, vortex_partial_power: 36.25, magic_res: 0.00, owner: player
No datetime | DEBUG | SQUIRREL_A_00047 hit by VORTEX_OF_DOOM_B_00003, health: 8.75, vortex_partial_power: 29.00, magic_res: 0.00, owner: player
No datetime | DEBUG | VORTEX_OF_DOOM_B_00001 killed when TIMER_00004 ticked 6 secs.
No datetime | DEBUG | SQUIRREL_A_00045 hit by VORTEX_OF_DOOM_B_00001, health: -56.5, vortex_partial_power: 145.00, magic_res: 0.00, owner: player
No datetime | DEBUG | SQUIRREL_A_00045, !!! Dead by VORTEX_OF_DOOM_B_00001, owner: player !!!
No datetime | DEBUG | SQUIRREL_A_00046 hit by VORTEX_OF_DOOM_B_00002, health: -20.25, vortex_partial_power: 36.25, magic_res: 0.00, owner: player
No datetime | DEBUG | VORTEX_OF_DOOM_B_00002 killed when TIMER_00006 ticked 6 secs.
No datetime | DEBUG | SQUIRREL_A_00046 hit by VORTEX_OF_DOOM_B_00002, health: -56.5, vortex_partial_power: 145.00, magic_res: 0.00, owner: player
No datetime | DEBUG | SQUIRREL_A_00046, !!! Dead by VORTEX_OF_DOOM_B_00002, owner: player !!!
No datetime | DEBUG | SQUIRREL_A_00047 hit by VORTEX_OF_DOOM_B_00003, health: -20.25, vortex_partial_power: 36.25, magic_res: 0.00, owner: player
No datetime | DEBUG | Mouse sprites: SQUIRREL_A_00049 in pos: (590, 186) - lev pos: (796, 446)
No datetime | DEBUG | VORTEX_OF_DOOM_B_00003 killed when TIMER_00008 ticked 6 secs.
No datetime | DEBUG | SQUIRREL_A_00047 hit by VORTEX_OF_DOOM_B_00003, health: -56.5, vortex_partial_power: 145.00, magic_res: 0.00, owner: player
No datetime | DEBUG | SQUIRREL_A_00047, !!! Dead by VORTEX_OF_DOOM_B_00003, owner: player !!!
No datetime | DEBUG | SQUIRREL_A_00049 hit by VORTEX_OF_DOOM_B_00004, health: 8.75, vortex_partial_power: 29.00, magic_res: 0.00, owner: player
No datetime | DEBUG | Mouse sprites: SQUIRREL_A_00048 in pos: (317, 130) - lev pos: (523, 390)
No datetime | DEBUG | SQUIRREL_A_00049 hit by VORTEX_OF_DOOM_B_00004, health: -20.25, vortex_partial_power: 36.25, magic_res: 0.00, owner: player
No datetime | DEBUG | Mouse sprites: SQUIRREL_A_00041 in pos: (826, 177) - lev pos: (1032, 437)
No datetime | DEBUG | VORTEX_OF_DOOM_B_00004 killed when TIMER_00013 ticked 6 secs.
No datetime | DEBUG | SQUIRREL_A_00049 hit by VORTEX_OF_DOOM_B_00004, health: -56.5, vortex_partial_power: 145.00, magic_res: 0.00, owner: player
No datetime | DEBUG | SQUIRREL_A_00049, !!! Dead by VORTEX_OF_DOOM_B_00004, owner: player !!!
No datetime | DEBUG | Mouse sprites: SQUIRREL_A_00041 in pos: (870, 177) - lev pos: (1076, 437)
No datetime | DEBUG | SQUIRREL_A_00048 hit by VORTEX_OF_DOOM_B_00005, health: 8.75, vortex_partial_power: 29.00, magic_res: 0.00, owner: player
No datetime | DEBUG | SQUIRREL_A_00048 hit by VORTEX_OF_DOOM_B_00005, health: -20.25, vortex_partial_power: 36.25, magic_res: 0.00, owner: player
No datetime | DEBUG | SQUIRREL_A_00041 hit by VORTEX_OF_DOOM_B_00006, health: 8.75, vortex_partial_power: 29.00, magic_res: 0.00, owner: player
No datetime | DEBUG | VORTEX_OF_DOOM_B_00005 killed when TIMER_00016 ticked 6 secs.
No datetime | DEBUG | SQUIRREL_A_00048 hit by VORTEX_OF_DOOM_B_00005, health: -56.5, vortex_partial_power: 145.00, magic_res: 0.00, owner: player
No datetime | DEBUG | SQUIRREL_A_00048, !!! Dead by VORTEX_OF_DOOM_B_00005, owner: player !!!
No datetime | DEBUG | SQUIRREL_A_00041 hit by VORTEX_OF_DOOM_B_00006, health: -20.25, vortex_partial_power: 36.25, magic_res: 0.00, owner: player
No datetime | DEBUG | VORTEX_OF_DOOM_B_00006 killed when TIMER_00018 ticked 6 secs.
No datetime | DEBUG | SQUIRREL_A_00041 hit by VORTEX_OF_DOOM_B_00006, health: -56.5, vortex_partial_power: 145.00, magic_res: 0.00, owner: player
No datetime | DEBUG | SQUIRREL_A_00041, !!! Dead by VORTEX_OF_DOOM_B_00006, owner: player !!!
No datetime | DEBUG | player hit by DRAIN_LIFE_B_00001, pc_health: 100, magic_attach_power: 74, magic_res: 70.00, 
No datetime | DEBUG | player hit by DRAIN_LIFE_B_00002, pc_health: 96, magic_attach_power: 74, magic_res: 70.00, 
No datetime | DEBUG | player hit by DRAIN_LIFE_B_00003, pc_health: 92, magic_attach_power: 74, magic_res: 70.00, 
No datetime | DEBUG | player hit by DRAIN_LIFE_B_00004, pc_health: 88, magic_attach_power: 74, magic_res: 70.00, 
No datetime | DEBUG | player hit by DRAIN_LIFE_B_00005, pc_health: 84, magic_attach_power: 74, magic_res: 70.00, 
No datetime | DEBUG | player hit by DRAIN_LIFE_B_00007, pc_health: 80, magic_attach_power: 74, magic_res: 70.00, 
No datetime | DEBUG | player hit by DRAIN_LIFE_B_00006, pc_health: 76, magic_attach_power: 74, magic_res: 70.00, 
No datetime | DEBUG | player hit by DRAIN_LIFE_B_00008, pc_health: 72, magic_attach_power: 74, magic_res: 70.00, 
No datetime | DEBUG | player hit by DRAIN_LIFE_B_00010, pc_health: 68, magic_attach_power: 74, magic_res: 70.00, 
No datetime | DEBUG | player hit by DRAIN_LIFE_B_00009, pc_health: 64, magic_attach_power: 74, magic_res: 70.00, 
No datetime | DEBUG | [COPY] Mouse actors: PUMPKIN_ZOMBIE_A_00004 in pos: (214, 137) - lev pos: (2098, 9)
No datetime | DEBUG | player hit by DRAIN_LIFE_B_00011, pc_health: 60, magic_attach_power: 74, magic_res: 70.00, 
No datetime | DEBUG | player hit by DRAIN_LIFE_A_00001, pc_health: 56, magic_attach_power: 79, magic_res: 70.00, 
No datetime | DEBUG | Add actor PUMPKIN_ZOMBIE_A_00005 to level 26
No datetime | DEBUG | player hit by DRAIN_LIFE_B_00012, pc_health: 47, magic_attach_power: 74, magic_res: 70.00, 
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | Super cheat mode activated!
No datetime | INFO | Load last saved game
No datetime | DEBUG | Load last saved game items
No datetime | DEBUG | Load last saved game items: Not initial actors
No datetime | DEBUG | Add actor APPLE_YELLOW_00013 to level 26
No datetime | DEBUG | Add actor APPLE_YELLOW_00014 to level 26
No datetime | DEBUG | Add actor APPLE_RED_00008 to level 26
No datetime | DEBUG | Add actor APPLE_YELLOW_00015 to level 26
No datetime | DEBUG | Add actor APPLE_GREEN_00010 to level 26
No datetime | DEBUG | Add actor APPLE_RED_00009 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00018 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00019 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00020 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00021 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00022 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00023 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00024 to level 26
No datetime | DEBUG | Add actor POTION_HEALTH_00008 to level 26
No datetime | DEBUG | Add actor POTION_HEALTH_00009 to level 26
No datetime | DEBUG | Add actor POTION_HEALTH_00010 to level 26
No datetime | DEBUG | Add actor POTION_HEALTH_00011 to level 26
No datetime | DEBUG | Load last saved game NPCs
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00019 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00020 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00021 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00022 to level 11
No datetime | DEBUG | Add actor PUMPKIN_ZOMBIE_A_00005 to level 26
No datetime | DEBUG | Add actor GHOST_RED_00002 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00003 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00004 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00005 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00006 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00007 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00008 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00009 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00010 to level 28
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | INFO | Set player invulnerability state to: True (cheat)
No datetime | INFO | Replenish stats to superhero maximum (cheat).
No datetime | DEBUG | PUMPKIN_ZOMBIE_A_00005 hit by T3_PHOTONIC_0000001_from_player, health: 245, bullet_power: 20
No datetime | DEBUG | PUMPKIN_ZOMBIE_A_00005 hit by T4_NEUTRONIC_0000001_from_player, health: 225, bullet_power: 40
No datetime | DEBUG | PUMPKIN_ZOMBIE_A_00005 hit by T3_PHOTONIC_0000002_from_player, health: 185, bullet_power: 20
No datetime | DEBUG | PUMPKIN_ZOMBIE_A_00005 hit by T4_NEUTRONIC_0000002_from_player, health: 165, bullet_power: 40
No datetime | DEBUG | PUMPKIN_ZOMBIE_A_00005 hit by T3_PHOTONIC_0000003_from_player, health: 125, bullet_power: 20
No datetime | DEBUG | PUMPKIN_ZOMBIE_A_00005 hit by T4_NEUTRONIC_0000003_from_player, health: 105, bullet_power: 40
No datetime | DEBUG | PUMPKIN_ZOMBIE_A_00005 hit by T3_PHOTONIC_0000004_from_player, health: 65, bullet_power: 20
No datetime | DEBUG | PUMPKIN_ZOMBIE_A_00005 hit by T4_NEUTRONIC_0000004_from_player, health: 45, bullet_power: 40
No datetime | DEBUG | PUMPKIN_ZOMBIE_A_00005 hit by T1_LASER1_0000001_from_player, health: 5, bullet_power: 5
No datetime | DEBUG | PUMPKIN_ZOMBIE_A_00005, !!! Dead by bullet T1_LASER1_0000001_from_player !!!
No datetime | DEBUG | MUTENTRINOS_BOLT_B_00001 killed when TIMER_00002 ticked 0 secs.
